table_num,TABLE_NAME,category_num,year,Units,value_added,imports,total,CATEGORY_DESC
6,Away food and beverage dollar,3,6/26/05,Cents per Domestic Real Food Dollar,2.9,0.3,3.2,Farm production
6,Away food and beverage dollar,4,6/26/05,Cents per Domestic Real Food Dollar,5.2,0.4,5.6,Food processing
6,Away food and beverage dollar,5,6/26/05,Cents per Domestic Real Food Dollar,2.1,0.7,2.9,Packaging
6,Away food and beverage dollar,6,6/26/05,Cents per Domestic Real Food Dollar,1.7,0.1,1.8,Transportation
6,Away food and beverage dollar,7,6/26/05,Cents per Domestic Real Food Dollar,4.9,-0.1,4.9,Wholesale trade
6,Away food and beverage dollar,8,6/26/05,Cents per Domestic Real Food Dollar,0.4,0,0.4,Retail trade
6,Away food and beverage dollar,9,6/26/05,Cents per Domestic Real Food Dollar,62.1,0.7,60.6,Foodservices
6,Away food and beverage dollar,10,6/26/05,Cents per Domestic Real Food Dollar,3,1,3.9,Energy
6,Away food and beverage dollar,11,6/26/05,Cents per Domestic Real Food Dollar,3.1,0.1,3.2,Finance & Insurance
6,Away food and beverage dollar,12,6/26/05,Cents per Domestic Real Food Dollar,2.8,0.1,3,Advertising
6,Away food and beverage dollar,13,6/26/05,Cents per Domestic Real Food Dollar,1.5,0,1.6,Legal & accounting
6,Away food and beverage dollar,14,6/26/05,Cents per Domestic Real Food Dollar,0,0,115.4,Total food dollar
6,Away food and beverage dollar,15,6/26/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
6,Away food and beverage dollar,16,6/26/05,Cents per Domestic Real Food Dollar,0,0,5,Farm share
1,Food dollar,1,6/26/05,million 2009 dollars,657212.17,38451.6,703884.48,Total
1,Food dollar,2,6/26/05,million 2009 dollars,13353.37,2496.2,15808.26,Agribusiness
1,Food dollar,3,6/26/05,million 2009 dollars,76590.05,5875.62,82274.71,Farm production
1,Food dollar,4,6/26/05,million 2009 dollars,115746.45,6763.44,122643.09,Food processing
1,Food dollar,5,6/26/05,million 2009 dollars,18740.34,5661.13,25045.83,Packaging
1,Food dollar,6,6/26/05,million 2009 dollars,27226.48,1583.35,28524.07,Transportation
1,Food dollar,7,6/26/05,million 2009 dollars,60630.12,-634.34,59986.77,Wholesale trade
1,Food dollar,8,6/26/05,million 2009 dollars,106719.64,1881.52,108603.95,Retail trade
1,Food dollar,9,6/26/05,million 2009 dollars,188918.52,2307.17,185740.49,Foodservices
1,Food dollar,10,6/26/05,million 2009 dollars,24159.86,9650.63,33669.08,Energy
1,Food dollar,11,6/26/05,million 2009 dollars,25860.57,818.46,26674.19,Finance & Insurance
1,Food dollar,12,6/26/05,million 2009 dollars,18723.73,693.11,19438.97,Advertising
1,Food dollar,13,6/26/05,million 2009 dollars,10057.75,140.38,10168.17,Legal & accounting
1,Food dollar,14,6/26/05,million 2009 dollars,0,0,814852.46,Total food dollar
1,Food dollar,15,6/26/05,million 2009 dollars,0,0,734944.77,Domestic food dollar
1,Food dollar,16,6/26/05,million 2009 dollars,0,0,120409.67,Farm share
2,Food at home dollar,1,6/26/05,million 2009 dollars,380247.64,26720.12,411471.8,Total
2,Food at home dollar,2,6/26/05,million 2009 dollars,11434.16,2126.51,13524.13,Agribusiness
2,Food at home dollar,3,6/26/05,million 2009 dollars,66134.64,4859.28,70826.61,Farm production
2,Food at home dollar,4,6/26/05,million 2009 dollars,101113.65,5798.49,107004.95,Food processing
2,Food at home dollar,5,6/26/05,million 2009 dollars,12646.76,3670.47,16818.78,Packaging
2,Food at home dollar,6,6/26/05,million 2009 dollars,21838.35,1181.02,22803.35,Transportation
2,Food at home dollar,7,6/26/05,million 2009 dollars,48792.75,-510.49,48275,Wholesale trade
2,Food at home dollar,8,6/26/05,million 2009 dollars,111735.4,1969.97,113708.28,Retail trade
2,Food at home dollar,9,6/26/05,million 2009 dollars,1606.87,19.87,1583.98,Foodservices
2,Food at home dollar,10,6/26/05,million 2009 dollars,15024.31,6295.22,21292.23,Energy
2,Food at home dollar,11,6/26/05,million 2009 dollars,16027.52,437.59,16461.16,Finance & Insurance
2,Food at home dollar,12,6/26/05,million 2009 dollars,9840.59,364.13,10216.5,Advertising
2,Food at home dollar,13,6/26/05,million 2009 dollars,5268.25,73.33,5323.96,Legal & accounting
2,Food at home dollar,14,6/26/05,million 2009 dollars,0,0,461102.04,Total food dollar
2,Food at home dollar,15,6/26/05,million 2009 dollars,0,0,424952.08,Domestic food dollar
2,Food at home dollar,16,6/26/05,million 2009 dollars,0,0,103085.42,Farm share
3,Food away from home dollar,1,6/26/05,million 2009 dollars,271688.62,11679.74,287288.64,Total
3,Food away from home dollar,2,6/26/05,million 2009 dollars,1965.05,387.67,2349.59,Agribusiness
3,Food away from home dollar,3,6/26/05,million 2009 dollars,10283.3,1131.53,11382.73,Farm production
3,Food away from home dollar,4,6/26/05,million 2009 dollars,15375.91,1050.64,16460.31,Food processing
3,Food away from home dollar,5,6/26/05,million 2009 dollars,6150.46,2072.38,8330.24,Packaging
3,Food away from home dollar,6,6/26/05,million 2009 dollars,5321.06,421.5,5669.98,Transportation
3,Food away from home dollar,7,6/26/05,million 2009 dollars,14724.28,-154.07,14568.01,Wholesale trade
3,Food away from home dollar,8,6/26/05,million 2009 dollars,1308.97,23.1,1332.1,Retail trade
3,Food away from home dollar,9,6/26/05,million 2009 dollars,191762.88,2257.1,187426.61,Foodservices
3,Food away from home dollar,10,6/26/05,million 2009 dollars,9252.89,3105.8,12314.28,Energy
3,Food away from home dollar,11,6/26/05,million 2009 dollars,9668.96,397.75,10065.4,Finance & Insurance
3,Food away from home dollar,12,6/26/05,million 2009 dollars,8825.16,326.84,9162.27,Advertising
3,Food away from home dollar,13,6/26/05,million 2009 dollars,4805.41,67.27,4863.13,Legal & accounting
3,Food away from home dollar,14,6/26/05,million 2009 dollars,0,0,354695.59,Total food dollar
3,Food away from home dollar,15,6/26/05,million 2009 dollars,0,0,310519.35,Domestic food dollar
3,Food away from home dollar,16,6/26/05,million 2009 dollars,0,0,17746.44,Farm share
4,Food and beverage dollar,1,6/26/05,million 2009 dollars,816938.09,52282.96,878877.9,Total
4,Food and beverage dollar,2,6/26/05,million 2009 dollars,14164.29,2638.79,16766.16,Agribusiness
4,Food and beverage dollar,3,6/26/05,million 2009 dollars,79038.52,6303.43,85164.58,Farm production
4,Food and beverage dollar,4,6/26/05,million 2009 dollars,151456.5,10756.87,161346.13,Food processing
4,Food and beverage dollar,5,6/26/05,million 2009 dollars,29609.71,10644.83,41403.25,Packaging
4,Food and beverage dollar,6,6/26/05,million 2009 dollars,32302.77,1886.52,33849.56,Transportation
4,Food and beverage dollar,7,6/26/05,million 2009 dollars,89374.23,-935.04,88425.9,Wholesale trade
4,Food and beverage dollar,8,6/26/05,million 2009 dollars,135177.71,2383.27,137564.51,Retail trade
4,Food and beverage dollar,9,6/26/05,million 2009 dollars,222236.56,2701.15,218285.55,Foodservices
4,Food and beverage dollar,10,6/26/05,million 2009 dollars,29589.71,11647.91,41065.78,Energy
4,Food and beverage dollar,11,6/26/05,million 2009 dollars,31353.26,1011.14,32359.67,Finance & Insurance
4,Food and beverage dollar,12,6/26/05,million 2009 dollars,23539.49,871.36,24438.67,Advertising
4,Food and beverage dollar,13,6/26/05,million 2009 dollars,12385.48,173.17,12519.56,Legal & accounting
4,Food and beverage dollar,14,6/26/05,million 2009 dollars,0,0,1029831.14,Total food dollar
4,Food and beverage dollar,15,6/26/05,million 2009 dollars,0,0,917205.43,Domestic food dollar
4,Food and beverage dollar,16,6/26/05,million 2009 dollars,0,0,126211.35,Farm share
5,Home food and beverage dollar,1,6/26/05,million 2009 dollars,493146,38225.01,536810.7,Total
5,Home food and beverage dollar,2,6/26/05,million 2009 dollars,12186.47,2259.16,14412.74,Agribusiness
5,Home food and beverage dollar,3,6/26/05,million 2009 dollars,68453.11,5256.38,73547.63,Farm production
5,Home food and beverage dollar,4,6/26/05,million 2009 dollars,133418.13,9373.66,141832.93,Food processing
5,Home food and beverage dollar,5,6/26/05,million 2009 dollars,22009.13,7903.5,30937.04,Packaging
5,Home food and beverage dollar,6,6/26/05,million 2009 dollars,26243.53,1428.02,27411.07,Transportation
5,Home food and beverage dollar,7,6/26/05,million 2009 dollars,75517.66,-790.08,74716.35,Wholesale trade
5,Home food and beverage dollar,8,6/26/05,million 2009 dollars,142227.63,2507.55,144738.88,Retail trade
5,Home food and beverage dollar,9,6/26/05,million 2009 dollars,2070.14,25.47,2038.32,Foodservices
5,Home food and beverage dollar,10,6/26/05,million 2009 dollars,18897.14,7785.78,26635.39,Energy
5,Home food and beverage dollar,11,6/26/05,million 2009 dollars,20035.17,562.4,20593.25,Finance & Insurance
5,Home food and beverage dollar,12,6/26/05,million 2009 dollars,13140.83,486.28,13642.82,Advertising
5,Home food and beverage dollar,13,6/26/05,million 2009 dollars,6804.08,94.91,6874.6,Legal & accounting
5,Home food and beverage dollar,14,6/26/05,million 2009 dollars,0,0,612217.19,Total food dollar
5,Home food and beverage dollar,15,6/26/05,million 2009 dollars,0,0,555040.64,Domestic food dollar
5,Home food and beverage dollar,16,6/26/05,million 2009 dollars,0,0,108489.26,Farm share
6,Away food and beverage dollar,1,6/26/05,million 2009 dollars,317992.79,13888.43,336338.33,Total
6,Away food and beverage dollar,2,6/26/05,million 2009 dollars,2021.61,397.06,2416.17,Agribusiness
6,Away food and beverage dollar,3,6/26/05,million 2009 dollars,10382.53,1148.04,11509.58,Farm production
6,Away food and beverage dollar,4,6/26/05,million 2009 dollars,18725.82,1435.19,20150.49,Food processing
6,Away food and beverage dollar,5,6/26/05,million 2009 dollars,7626.93,2698.23,10459.76,Packaging
6,Away food and beverage dollar,6,6/26/05,million 2009 dollars,6023.16,482.52,6422.75,Transportation
6,Away food and beverage dollar,7,6/26/05,million 2009 dollars,17782.06,-186.04,17593.38,Wholesale trade
6,Away food and beverage dollar,8,6/26/05,million 2009 dollars,1483.64,26.15,1509.83,Retail trade
6,Away food and beverage dollar,9,6/26/05,million 2009 dollars,225055.79,2642.82,219898.72,Foodservices
6,Away food and beverage dollar,10,6/26/05,million 2009 dollars,10745.48,3575.2,14271.29,Energy
6,Away food and beverage dollar,11,6/26/05,million 2009 dollars,11177.53,463.41,11639.49,Finance & Insurance
6,Away food and beverage dollar,12,6/26/05,million 2009 dollars,10335.39,382.74,10730.17,Advertising
6,Away food and beverage dollar,13,6/26/05,million 2009 dollars,5600.48,78.29,5667.12,Legal & accounting
6,Away food and beverage dollar,14,6/26/05,million 2009 dollars,0,0,418370.65,Total food dollar
6,Away food and beverage dollar,15,6/26/05,million 2009 dollars,0,0,362662.66,Domestic food dollar
6,Away food and beverage dollar,16,6/26/05,million 2009 dollars,0,0,18137.99,Farm share
1,Food dollar,1,6/27/05,Cents per Domestic Real Food Dollar,88.3,6.5,95.8,Total
1,Food dollar,2,6/27/05,Cents per Domestic Real Food Dollar,1.7,0.4,2.1,Agribusiness
1,Food dollar,3,6/27/05,Cents per Domestic Real Food Dollar,9.1,0.9,10,Farm production
1,Food dollar,4,6/27/05,Cents per Domestic Real Food Dollar,15.3,1,16.3,Food processing
1,Food dollar,5,6/27/05,Cents per Domestic Real Food Dollar,2.5,0.8,3.4,Packaging
1,Food dollar,6,6/27/05,Cents per Domestic Real Food Dollar,3.5,0.2,3.7,Transportation
1,Food dollar,7,6/27/05,Cents per Domestic Real Food Dollar,8.3,-0.1,8.3,Wholesale trade
1,Food dollar,8,6/27/05,Cents per Domestic Real Food Dollar,14.3,0.3,14.6,Retail trade
1,Food dollar,9,6/27/05,Cents per Domestic Real Food Dollar,25.9,0.4,25.5,Foodservices
1,Food dollar,10,6/27/05,Cents per Domestic Real Food Dollar,3.9,2.2,6.1,Energy
1,Food dollar,11,6/27/05,Cents per Domestic Real Food Dollar,3.4,0.1,3.5,Finance & Insurance
1,Food dollar,12,6/27/05,Cents per Domestic Real Food Dollar,2.5,0.1,2.6,Advertising
1,Food dollar,13,6/27/05,Cents per Domestic Real Food Dollar,1.3,0,1.4,Legal & accounting
1,Food dollar,14,6/27/05,Cents per Domestic Real Food Dollar,0,0,111.4,Total food dollar
1,Food dollar,15,6/27/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
1,Food dollar,16,6/27/05,Cents per Domestic Real Food Dollar,0,0,15.7,Farm share
2,Food at home dollar,1,6/27/05,Cents per Domestic Real Food Dollar,88.1,7.8,96.8,Total
2,Food at home dollar,2,6/27/05,Cents per Domestic Real Food Dollar,2.6,0.6,3.2,Agribusiness
2,Food at home dollar,3,6/27/05,Cents per Domestic Real Food Dollar,13.8,1.3,15,Farm production
2,Food at home dollar,4,6/27/05,Cents per Domestic Real Food Dollar,23.3,1.5,24.7,Food processing
2,Food at home dollar,5,6/27/05,Cents per Domestic Real Food Dollar,2.9,0.9,4,Packaging
2,Food at home dollar,6,6/27/05,Cents per Domestic Real Food Dollar,5,0.3,5.2,Transportation
2,Food at home dollar,7,6/27/05,Cents per Domestic Real Food Dollar,11.9,-0.1,11.8,Wholesale trade
2,Food at home dollar,8,6/27/05,Cents per Domestic Real Food Dollar,26.1,0.5,26.6,Retail trade
2,Food at home dollar,9,6/27/05,Cents per Domestic Real Food Dollar,0.4,0,0.4,Foodservices
2,Food at home dollar,10,6/27/05,Cents per Domestic Real Food Dollar,4.3,2.5,6.7,Energy
2,Food at home dollar,11,6/27/05,Cents per Domestic Real Food Dollar,3.6,0.1,3.7,Finance & Insurance
2,Food at home dollar,12,6/27/05,Cents per Domestic Real Food Dollar,2.3,0.1,2.3,Advertising
2,Food at home dollar,13,6/27/05,Cents per Domestic Real Food Dollar,1.2,0,1.2,Legal & accounting
2,Food at home dollar,14,6/27/05,Cents per Domestic Real Food Dollar,0,0,109.3,Total food dollar
2,Food at home dollar,15,6/27/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
2,Food at home dollar,16,6/27/05,Cents per Domestic Real Food Dollar,0,0,23.5,Farm share
3,Food away from home dollar,1,6/27/05,Cents per Domestic Real Food Dollar,86.7,4.7,92.5,Total
3,Food away from home dollar,2,6/27/05,Cents per Domestic Real Food Dollar,0.5,0.1,0.7,Agribusiness
3,Food away from home dollar,3,6/27/05,Cents per Domestic Real Food Dollar,2.7,0.4,3.1,Farm production
3,Food away from home dollar,4,6/27/05,Cents per Domestic Real Food Dollar,4.7,0.4,5.1,Food processing
3,Food away from home dollar,5,6/27/05,Cents per Domestic Real Food Dollar,1.9,0.7,2.6,Packaging
3,Food away from home dollar,6,6/27/05,Cents per Domestic Real Food Dollar,1.6,0.1,1.7,Transportation
3,Food away from home dollar,7,6/27/05,Cents per Domestic Real Food Dollar,4.4,0,4.3,Wholesale trade
3,Food away from home dollar,8,6/27/05,Cents per Domestic Real Food Dollar,0.4,0,0.4,Retail trade
3,Food away from home dollar,9,6/27/05,Cents per Domestic Real Food Dollar,61.9,0.8,60.5,Foodservices
3,Food away from home dollar,10,6/27/05,Cents per Domestic Real Food Dollar,3.4,1.7,5.1,Energy
3,Food away from home dollar,11,6/27/05,Cents per Domestic Real Food Dollar,3,0.1,3.2,Finance & Insurance
3,Food away from home dollar,12,6/27/05,Cents per Domestic Real Food Dollar,2.8,0.1,2.9,Advertising
3,Food away from home dollar,13,6/27/05,Cents per Domestic Real Food Dollar,1.5,0,1.5,Legal & accounting
3,Food away from home dollar,14,6/27/05,Cents per Domestic Real Food Dollar,0,0,114.4,Total food dollar
3,Food away from home dollar,15,6/27/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
3,Food away from home dollar,16,6/27/05,Cents per Domestic Real Food Dollar,0,0,5.1,Farm share
4,Food and beverage dollar,1,6/27/05,Cents per Domestic Real Food Dollar,88,6.9,95.8,Total
4,Food and beverage dollar,2,6/27/05,Cents per Domestic Real Food Dollar,1.5,0.3,1.8,Agribusiness
4,Food and beverage dollar,3,6/27/05,Cents per Domestic Real Food Dollar,7.5,0.8,8.3,Farm production
4,Food and beverage dollar,4,6/27/05,Cents per Domestic Real Food Dollar,16.1,1.2,17.2,Food processing
4,Food and beverage dollar,5,6/27/05,Cents per Domestic Real Food Dollar,3.1,1.2,4.5,Packaging
4,Food and beverage dollar,6,6/27/05,Cents per Domestic Real Food Dollar,3.4,0.2,3.5,Transportation
4,Food and beverage dollar,7,6/27/05,Cents per Domestic Real Food Dollar,9.7,-0.1,9.6,Wholesale trade
4,Food and beverage dollar,8,6/27/05,Cents per Domestic Real Food Dollar,14.5,0.3,14.8,Retail trade
4,Food and beverage dollar,9,6/27/05,Cents per Domestic Real Food Dollar,24.6,0.3,24.2,Foodservices
4,Food and beverage dollar,10,6/27/05,Cents per Domestic Real Food Dollar,3.8,2.1,5.9,Energy
4,Food and beverage dollar,11,6/27/05,Cents per Domestic Real Food Dollar,3.3,0.1,3.4,Finance & Insurance
4,Food and beverage dollar,12,6/27/05,Cents per Domestic Real Food Dollar,2.5,0.1,2.6,Advertising
4,Food and beverage dollar,13,6/27/05,Cents per Domestic Real Food Dollar,1.3,0,1.3,Legal & accounting
4,Food and beverage dollar,14,6/27/05,Cents per Domestic Real Food Dollar,0,0,112.8,Total food dollar
4,Food and beverage dollar,15,6/27/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
4,Food and beverage dollar,16,6/27/05,Cents per Domestic Real Food Dollar,0,0,13.2,Farm share
5,Home food and beverage dollar,1,6/27/05,Cents per Domestic Real Food Dollar,87.6,8.4,96.7,Total
5,Home food and beverage dollar,2,6/27/05,Cents per Domestic Real Food Dollar,2.1,0.5,2.6,Agribusiness
5,Home food and beverage dollar,3,6/27/05,Cents per Domestic Real Food Dollar,10.9,1.1,11.9,Farm production
5,Home food and beverage dollar,4,6/27/05,Cents per Domestic Real Food Dollar,23.6,1.8,25.2,Food processing
5,Home food and beverage dollar,5,6/27/05,Cents per Domestic Real Food Dollar,3.9,1.5,5.5,Packaging
5,Home food and beverage dollar,6,6/27/05,Cents per Domestic Real Food Dollar,4.6,0.3,4.8,Transportation
5,Home food and beverage dollar,7,6/27/05,Cents per Domestic Real Food Dollar,13.9,-0.1,13.8,Wholesale trade
5,Home food and beverage dollar,8,6/27/05,Cents per Domestic Real Food Dollar,25.4,0.5,25.9,Retail trade
5,Home food and beverage dollar,9,6/27/05,Cents per Domestic Real Food Dollar,0.4,0,0.4,Foodservices
5,Home food and beverage dollar,10,6/27/05,Cents per Domestic Real Food Dollar,4.1,2.3,6.4,Energy
5,Home food and beverage dollar,11,6/27/05,Cents per Domestic Real Food Dollar,3.5,0.1,3.6,Finance & Insurance
5,Home food and beverage dollar,12,6/27/05,Cents per Domestic Real Food Dollar,2.3,0.1,2.4,Advertising
5,Home food and beverage dollar,13,6/27/05,Cents per Domestic Real Food Dollar,1.2,0,1.2,Legal & accounting
5,Home food and beverage dollar,14,6/27/05,Cents per Domestic Real Food Dollar,0,0,111,Total food dollar
5,Home food and beverage dollar,15,6/27/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
5,Home food and beverage dollar,16,6/27/05,Cents per Domestic Real Food Dollar,0,0,18.9,Farm share
6,Away food and beverage dollar,1,6/27/05,Cents per Domestic Real Food Dollar,86.9,4.7,92.7,Total
6,Away food and beverage dollar,2,6/27/05,Cents per Domestic Real Food Dollar,0.5,0.1,0.6,Agribusiness
6,Away food and beverage dollar,3,6/27/05,Cents per Domestic Real Food Dollar,2.4,0.3,2.7,Farm production
6,Away food and beverage dollar,4,6/27/05,Cents per Domestic Real Food Dollar,4.9,0.4,5.3,Food processing
6,Away food and beverage dollar,5,6/27/05,Cents per Domestic Real Food Dollar,2,0.8,2.8,Packaging
6,Away food and beverage dollar,6,6/27/05,Cents per Domestic Real Food Dollar,1.5,0.1,1.6,Transportation
6,Away food and beverage dollar,7,6/27/05,Cents per Domestic Real Food Dollar,4.5,0,4.5,Wholesale trade
6,Away food and beverage dollar,8,6/27/05,Cents per Domestic Real Food Dollar,0.4,0,0.4,Retail trade
6,Away food and beverage dollar,9,6/27/05,Cents per Domestic Real Food Dollar,62.2,0.8,60.8,Foodservices
6,Away food and beverage dollar,10,6/27/05,Cents per Domestic Real Food Dollar,3.4,1.6,5.1,Energy
6,Away food and beverage dollar,11,6/27/05,Cents per Domestic Real Food Dollar,3,0.1,3.1,Finance & Insurance
6,Away food and beverage dollar,12,6/27/05,Cents per Domestic Real Food Dollar,2.8,0.1,3,Advertising
6,Away food and beverage dollar,13,6/27/05,Cents per Domestic Real Food Dollar,1.5,0,1.5,Legal & accounting
6,Away food and beverage dollar,14,6/27/05,Cents per Domestic Real Food Dollar,0,0,115.6,Total food dollar
6,Away food and beverage dollar,15,6/27/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
6,Away food and beverage dollar,16,6/27/05,Cents per Domestic Real Food Dollar,0,0,4.5,Farm share
1,Food dollar,1,6/27/05,million 2009 dollars,696149.01,51426.99,754995.03,Total
1,Food dollar,2,6/27/05,million 2009 dollars,13662.43,3184.34,16758.96,Agribusiness
1,Food dollar,3,6/27/05,million 2009 dollars,71988.77,7012.63,78818.32,Farm production
1,Food dollar,4,6/27/05,million 2009 dollars,120678.47,7695.58,128444.08,Food processing
1,Food dollar,5,6/27/05,million 2009 dollars,19624.65,6354.22,26690.39,Packaging
1,Food dollar,6,6/27/05,million 2009 dollars,27966.78,1707.49,29365.56,Transportation
1,Food dollar,7,6/27/05,million 2009 dollars,65770.12,-555.16,65229.35,Wholesale trade
1,Food dollar,8,6/27/05,million 2009 dollars,113013.04,2050.41,115057.11,Retail trade
1,Food dollar,9,6/27/05,million 2009 dollars,204496.47,2790.43,201341.41,Foodservices
1,Food dollar,10,6/27/05,million 2009 dollars,30951.17,17219.84,47874.59,Energy
1,Food dollar,11,6/27/05,million 2009 dollars,26751.5,808.85,27554.58,Finance & Insurance
1,Food dollar,12,6/27/05,million 2009 dollars,19752.59,811.57,20586.79,Advertising
1,Food dollar,13,6/27/05,million 2009 dollars,10543.97,157.57,10670.58,Legal & accounting
1,Food dollar,14,6/27/05,million 2009 dollars,0,0,878512.26,Total food dollar
1,Food dollar,15,6/27/05,million 2009 dollars,0,0,788310.67,Domestic food dollar
1,Food dollar,16,6/27/05,million 2009 dollars,0,0,123966.96,Farm share
2,Food at home dollar,1,6/27/05,million 2009 dollars,399538.52,35581.63,438929.1,Total
2,Food at home dollar,2,6/27/05,million 2009 dollars,11809.19,2741.88,14474.84,Agribusiness
2,Food at home dollar,3,6/27/05,million 2009 dollars,62485.56,5832.31,68171.27,Farm production
2,Food at home dollar,4,6/27/05,million 2009 dollars,105544.85,6584.13,112168.72,Food processing
2,Food at home dollar,5,6/27/05,million 2009 dollars,13328.61,4154.8,18043.18,Packaging
2,Food at home dollar,6,6/27/05,million 2009 dollars,22580.76,1284.94,23630.24,Transportation
2,Food at home dollar,7,6/27/05,million 2009 dollars,54018.03,-455.96,53573.89,Wholesale trade
2,Food at home dollar,8,6/27/05,million 2009 dollars,118455.14,2149.16,120597.64,Retail trade
2,Food at home dollar,9,6/27/05,million 2009 dollars,1681.02,23.23,1659.43,Foodservices
2,Food at home dollar,10,6/27/05,million 2009 dollars,19464.22,11192.61,30565.83,Energy
2,Food at home dollar,11,6/27/05,million 2009 dollars,16431.19,434.04,16860.87,Finance & Insurance
2,Food at home dollar,12,6/27/05,million 2009 dollars,10220.66,419.75,10652.29,Advertising
2,Food at home dollar,13,6/27/05,million 2009 dollars,5487.72,81.48,5551.02,Legal & accounting
2,Food at home dollar,14,6/27/05,million 2009 dollars,0,0,495341.73,Total food dollar
2,Food at home dollar,15,6/27/05,million 2009 dollars,0,0,453308.91,Domestic food dollar
2,Food at home dollar,16,6/27/05,million 2009 dollars,0,0,106621.52,Farm share
3,Food away from home dollar,1,6/27/05,million 2009 dollars,291338.96,15680.78,310831.7,Total
3,Food away from home dollar,2,6/27/05,million 2009 dollars,1832.21,445.59,2267.31,Agribusiness
3,Food away from home dollar,3,6/27/05,million 2009 dollars,9226.18,1302.33,10473.14,Farm production
3,Food away from home dollar,4,6/27/05,million 2009 dollars,15855.27,1211.73,17090.52,Food processing
3,Food away from home dollar,5,6/27/05,million 2009 dollars,6349.9,2283.56,8747.99,Packaging
3,Food away from home dollar,6,6/27/05,million 2009 dollars,5337.26,442.93,5703.92,Transportation
3,Food away from home dollar,7,6/27/05,million 2009 dollars,14689.93,-124,14569.14,Wholesale trade
3,Food away from home dollar,8,6/27/05,million 2009 dollars,1481.58,26.89,1508.39,Retail trade
3,Food away from home dollar,9,6/27/05,million 2009 dollars,207821.78,2733.1,203410.33,Foodservices
3,Food away from home dollar,10,6/27/05,million 2009 dollars,11584.8,5617.43,17145.35,Energy
3,Food away from home dollar,11,6/27/05,million 2009 dollars,10200.33,391.33,10589.62,Finance & Insurance
3,Food away from home dollar,12,6/27/05,million 2009 dollars,9502.72,390.61,9904.04,Advertising
3,Food away from home dollar,13,6/27/05,million 2009 dollars,5082.42,76.59,5149.21,Legal & accounting
3,Food away from home dollar,14,6/27/05,million 2009 dollars,0,0,384380.64,Total food dollar
3,Food away from home dollar,15,6/27/05,million 2009 dollars,0,0,335966.15,Domestic food dollar
3,Food away from home dollar,16,6/27/05,million 2009 dollars,0,0,17253.15,Farm share
4,Food and beverage dollar,1,6/27/05,million 2009 dollars,867024.3,68415.78,944156.8,Total
4,Food and beverage dollar,2,6/27/05,million 2009 dollars,14467.75,3360.18,17743.79,Agribusiness
4,Food and beverage dollar,3,6/27/05,million 2009 dollars,74050.2,7506.01,81389.02,Farm production
4,Food and beverage dollar,4,6/27/05,million 2009 dollars,158445.03,12119.71,169585.61,Food processing
4,Food and beverage dollar,5,6/27/05,million 2009 dollars,30746.23,11850.67,43848.94,Packaging
4,Food and beverage dollar,6,6/27/05,million 2009 dollars,33017.61,2024.25,34676.58,Transportation
4,Food and beverage dollar,7,6/27/05,million 2009 dollars,95780.55,-808.46,94993.05,Wholesale trade
4,Food and beverage dollar,8,6/27/05,million 2009 dollars,142861.45,2591.96,145445.4,Retail trade
4,Food and beverage dollar,9,6/27/05,million 2009 dollars,242187.51,3289.03,238219.05,Foodservices
4,Food and beverage dollar,10,6/27/05,million 2009 dollars,37800,20767.3,58230.37,Energy
4,Food and beverage dollar,11,6/27/05,million 2009 dollars,32727.18,1006.81,33728.17,Finance & Insurance
4,Food and beverage dollar,12,6/27/05,million 2009 dollars,24857.29,1021.29,25907.06,Advertising
4,Food and beverage dollar,13,6/27/05,million 2009 dollars,13040.67,195.24,13195.29,Legal & accounting
4,Food and beverage dollar,14,6/27/05,million 2009 dollars,0,0,1111394.04,Total food dollar
4,Food and beverage dollar,15,6/27/05,million 2009 dollars,0,0,985331.11,Domestic food dollar
4,Food and beverage dollar,16,6/27/05,million 2009 dollars,0,0,129577.27,Farm share
5,Home food and beverage dollar,1,6/27/05,million 2009 dollars,518241.7,49491.15,572305.27,Total
5,Home food and beverage dollar,2,6/27/05,million 2009 dollars,12563.51,2907.05,15397.22,Agribusiness
5,Home food and beverage dollar,3,6/27/05,million 2009 dollars,64463.19,6292.6,70616.16,Farm production
5,Home food and beverage dollar,4,6/27/05,million 2009 dollars,139761.57,10535.04,149234.54,Food processing
5,Home food and beverage dollar,5,6/27/05,million 2009 dollars,22880.27,8815.72,32817.58,Packaging
5,Home food and beverage dollar,6,6/27/05,million 2009 dollars,26954.9,1540.23,28213.67,Transportation
5,Home food and beverage dollar,7,6/27/05,million 2009 dollars,82073.02,-692.77,81398.2,Wholesale trade
5,Home food and beverage dollar,8,6/27/05,million 2009 dollars,150492.69,2730.42,153214.65,Retail trade
5,Home food and beverage dollar,9,6/27/05,million 2009 dollars,2174.11,29.9,2143.73,Foodservices
5,Home food and beverage dollar,10,6/27/05,million 2009 dollars,24336.18,13810.22,38023.09,Energy
