YEAR,MONTH,SUPPLIER,ITEM CODE,ITEM DESCRIPTION,ITEM TYPE,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES
2017,4,E & J GALLO WINERY,40231,E&J BRANDY VSOP - 200ML,LIQUOR,0.00,13.00,0.00
2017,4,E & J GALLO WINERY,40266,E&J BRANDY VS - 1.75L,LIQUOR,0.00,52.00,0.00
2017,4,BACCHUS IMPORTERS LTD,40279,WARRES WARRIOR PORTO - 750ML,WINE,0.00,1.00,0.00
2017,4,E & J GALLO WINERY,40290,E&J BRANDY VS - 200ML,LIQUOR,0.00,21.00,0.00
2017,4,DOPS INC,40291,MICHTERS USI S/B RYE WHISKEY - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,DOPS INC,40297,MICHTERS S/B BOURBON WHISKEY - 10 YR 750ML,LIQUOR,0.00,3.00,0.00
2017,4,E & J GALLO WINERY,40304,E&J BRANDY VSOP - 1L,LIQUOR,0.00,19.00,0.00
2017,4,BACCHUS IMPORTERS LTD,40308,CUV JEAN LOUIS CHARLES DE FERE - 750ML,WINE,0.00,2.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,40320,VAN GOGH ESPRESSO - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,JACKSON FAMILY ENTERPRISES INC,40326,YANGARRA SHZ - 750ML,WINE,0.00,6.00,0.00
2017,4,DIAGEO NORTH AMERICA INC,40330,CAPTAIN MORGAN PRIVATE STOCK - 1.75L,LIQUOR,0.00,6.00,0.00
2017,4,BACCHUS IMPORTERS LTD,40338,CLINE ANCIENT VINES ZIN - 750ML,WINE,0.00,1.00,0.00
2017,4,STE MICHELLE WINE ESTATES,40344,14 HANDS MER - 750ML,WINE,0.00,24.00,0.00
2017,4,DIAGEO NORTH AMERICA INC,40352,SMIRNOFF VANILLA TWIST VODKA - 1L,LIQUOR,0.00,6.00,0.00
2017,4,PRESTIGE BEVERAGE GROUP OF MD LLC,40359,ANGELINI P/GRIGIO DEL VENETO - 750ML,WINE,0.00,2.00,0.00
2017,4,DIAGEO NORTH AMERICA INC,40368,LAGAVULIN SCOTCH 16YR - 750ML,LIQUOR,0.00,38.00,0.00
2017,4,A VINTNERS SELECTIONS,403687,MERRY EDWARDS S/BLC - 750ML,WINE,0.00,1.00,0.00
2017,4,PROXIMO SPIRITS INC,40373,AGAVERRO TEQUILA LIQ 6/CS - 750ML,LIQUOR,0.00,3.00,0.00
2017,4,"GF WINES, LLC DBA GARY FARRELL WINERY",40406,GARY FARRELL R/R P/NOIR - 750ML,WINE,0.00,2.00,0.00
2017,4,PRESTIGE BEVERAGE GROUP OF MD LLC,40422,DOM DROUHIN P/NOIR 6/CS - 750ML,WINE,0.00,1.00,0.00
2017,4,PRESTIGE BEVERAGE GROUP OF MD LLC,40430,EDRADOUR 10YR SCOTCH WHISKEY - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,PERNOD RICARD USA LLC,40438,GLENLIVET 12YR - 50ML,LIQUOR,0.00,1.00,0.00
2017,4,PRESTIGE BEVERAGE GROUP OF MD LLC,404462,CAHORS CLOS LA COUTALE - 750ML,WINE,0.00,1.00,0.00
2017,4,MACCHU PISCO LLC,40460,MACCHU PISCO - 750ML,LIQUOR,0.00,24.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,40473,CH LASSEGUE VIGNOT RED WINE - 750ML,WINE,0.00,2.00,0.00
2017,4,MONSIEUR TOUTON SELECTION,40479,TOMMASI POGGIO TUFO ROMPICOLLO - 750ML,WINE,0.00,1.00,0.00
2017,4,WILSON DANIELS LTD,40482,CORRALEJO REPOSADO TEQ - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,SOUTHERN GLAZERS WINE AND SPIRITS,40509,D'ARENBERG D'ARRYS ORG SHZ/GRN - 750ML,WINE,0.00,1.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,405280,POEMA CAVA BRUT - 750ML,WINE,0.00,3.00,0.00
2017,4,ELK RUN VINEYARDS,405302,ELK RUN RED DOOR - 750ML,WINE,0.00,1.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,40558,DALTON CAB - 750ML,WINE,0.00,2.00,0.00
2017,4,A VINTNERS SELECTIONS,405604,CATENA MAL VISTA FLORES - 750ML,WINE,0.00,5.00,0.00
2017,4,WILLIAM GRANT AND SONS INC,40576,MILAGRO RESPOSADO TEQ 6/CS - 750ML,LIQUOR,0.00,39.00,0.00
2017,4,E & J GALLO WINERY,405809,CANYON ROAD S/BLC - 750ML,WINE,0.00,1.00,0.00
2017,4,E & J GALLO WINERY,405817,CANYON ROAD P/GRIG - 750ML,WINE,0.00,2.00,0.00
2017,4,MONSIEUR TOUTON SELECTION,405922,CANTINA GABRIELE CAB KOSHER - 750ML,WINE,0.00,4.00,0.00
2017,4,ROYAL WINE CORP,40604,RASHI CLARET - 750ML,WINE,0.00,5.00,0.00
2017,4,BARON FRANCOIS LTD,406058,ANTONIN RODET BOURG P/NOIR - 750ML,WINE,0.00,3.00,0.00
2017,4,HEAVEN HILL DISTILLERIES INC,40607,RITTENHOUSE RYE - 750ML,LIQUOR,0.00,8.00,0.00
2017,4,DIONYSOS IMPORTS INC,40625,REGUENGOS TINTO - 750ML,WINE,0.00,1.00,0.00
2017,4,A VINTNERS SELECTIONS,40648,BURGANS ALBARINO - 750ML,WINE,0.00,1.00,0.00
2017,4,TREASURY WINE ESTATES AMERICAS COMPANY,40676,A BY ACACIA P/NOIR - 750ML,WINE,0.00,4.00,0.00
2017,4,SOUTHERN GLAZERS WINE AND SPIRITS,40720,LUIGI BOSCA FINCA LA LN MALBEC - 750ML,WINE,0.00,5.00,0.00
2017,4,SOUTHERN GLAZERS WINE AND SPIRITS,40735,POPPY P/NOIR - 750ML,WINE,0.00,3.00,0.00
2017,4,LUNEAU USA INC,407364,HERTIERS DUBOIS RSE ANJOU - 750ML,WINE,0.00,4.00,0.00
2017,4,RELIABLE CHURCHILL LLLP,40769,THREE OLIVES BERRY VODKA - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,40774,VAN GOGH DOUBLE ESPRESSO VODKA - 750ML,LIQUOR,0.00,5.00,0.00
2017,4,A VINTNERS SELECTIONS,407828,PONGA S/BLC - 750ML,WINE,0.00,7.00,0.00
2017,4,A VINTNERS SELECTIONS,407887,4 BEARS CAB - 750ML,WINE,0.00,1.00,0.00
2017,4,SOUTHERN GLAZERS WINE AND SPIRITS,40789,LUIGI BOSCA MALBEC - 750ML,WINE,0.00,2.00,0.00
2017,4,A VINTNERS SELECTIONS,40824,DAMILANO BAROLO - 750ML,WINE,0.00,1.00,0.00
2017,4,FERRARI CARANO WINERY,40843,FERRARI CARANO SONOMA F/BLC - 750ML,WINE,0.00,15.00,0.00
2017,4,A VINTNERS SELECTIONS,40852,RIDGE 3 VALLEY SONOMA ZIN - 750ML,WINE,0.00,1.00,0.00
2017,4,DMV DISTRIBUTING LLC,40854,ARMENIAN BRANDY 5 STAR (HORSE) - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,LUNEAU USA INC,40898,CH BARREYRES HAUT MEDOC - 750ML,WINE,0.00,4.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,40915,CRISTALINO EX/DRY RSE - 750ML,WINE,0.00,1.00,0.00
2017,4,JIM BEAM BRANDS CO,40932,PINNACLE VODKA - 1.75L,LIQUOR,0.00,414.00,0.00
2017,4,DIAGEO NORTH AMERICA INC,40940,JOHNNIE WALKER SWING - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,BACARDI USA INC,40941,GREY GOOSE LE POIRE - 750ML,LIQUOR,0.00,5.00,0.00
2017,4,A VINTNERS SELECTIONS,409464,BROADBENT VINHO VERDE - 750ML,WINE,0.00,5.00,0.00
2017,4,RELIABLE CHURCHILL LLLP,40953,WILLIAMETTE VLY P/NOIR - 750ML,WINE,0.00,1.00,0.00
2017,4,SOUTHERN GLAZERS WINE AND SPIRITS,40969,MOMOKAWA DIAMOND SAKE - 750ML,WINE,0.00,2.00,0.00
2017,4,CONSTELLATION BRANDS,40979,MARK WEST CALIF PINOT NOIR - 1.5L,WINE,0.00,12.00,0.00
2017,4,DUCKHORN WINE COMPANY,41002,DUCKHORN NAPA MER  - 750ML,WINE,0.00,4.00,0.00
2017,4,DUCKHORN WINE COMPANY,41004,DUCKHORN 3 PALMS MER 13 - 750ML,WINE,0.00,3.00,0.00
2017,4,JIM BEAM BRANDS CO,41009,COURVOISIER COGNAC VS - 750ML,LIQUOR,0.00,100.00,0.00
2017,4,JIM BEAM BRANDS CO,41017,COURVOISIER COGNAC VSOP - 750ML,LIQUOR,0.00,31.00,0.00
2017,4,MOET HENNESSY USA,41033,HENNESSY COGNAC VS - 1L,LIQUOR,0.00,94.00,0.00
2017,4,JIM BEAM BRANDS CO,41084,SALIGNAC COGNAC VS - 750ML,LIQUOR,0.00,6.00,0.00
2017,4,QUINTESSENTIAL LLC,410861,TERRAPURA S/BLC - 750ML,WINE,0.00,1.00,0.00
2017,4,JIM BEAM BRANDS CO,41092,COURVOISIER COGNAC VS - 1L,LIQUOR,0.00,4.00,0.00
2017,4,THE WINE GROUP,81038,FRANZIA MER - 1.5L,WINE,0.00,2.00,0.00
2017,4,LEGACY PARTNERS DISTRIBUTION LLC,41093,DRIFTLESS GLEN YOUNG RYE WHISKEY - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,PRESTIGE BEVERAGE GROUP OF MD LLC,41097,TRAVERSE CITY BOURBON - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,PRESTIGE BEVERAGE GROUP OF MD LLC,41099,TRAVERSE CITY CHERRY BOURBON - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,JIM BEAM BRANDS CO,41106,COURVOISIER COGNAC VS - 1.75L,LIQUOR,0.00,60.00,0.00
2017,4,BACARDI USA INC,41110,BACARDI RUM - BANANA - 1L,LIQUOR,0.00,2.00,0.00
2017,4,DEUTSCH FAMILY WINE & SPIRITS,411310,JOSH CELLARS CAB - 750ML,WINE,0.00,48.00,0.00
2017,4,REMY COINTREAU USA,41149,REMY MARTIN VSOP - 750ML,LIQUOR,0.00,49.00,0.00
2017,4,A VINTNERS SELECTIONS,411507,DOM DE TRIENNES ROSE - 750ML,WINE,0.00,2.00,0.00
2017,4,MOET HENNESSY USA,41173,HENNESSY COGNAC VS - 1.75L,LIQUOR,0.00,58.00,0.00
2017,4,MOET HENNESSY USA,41181,HENNESSY COGNAC VSOP PRIVILAGE - 750ML,LIQUOR,0.00,6.00,0.00
2017,4,CONSTANTINE WINES INC,411876,AVELEDA VINHO VERDE BLANCO - 750ML,WINE,0.00,2.00,0.00
2017,4,PERNOD RICARD USA LLC,41190,MARTELL COGNAC - CORDON BLEU - 750ML,LIQUOR,0.00,3.00,0.00
2017,4,PERNOD RICARD USA LLC,41203,MARTELL COGNAC VS - 750ML,LIQUOR,0.00,8.00,0.00
2017,4,DUGGANS DISTILLERS PROD,41220,ASBACH URALT BRANDY - 750ML,LIQUOR,0.00,2.00,0.00
2017,4,A VINTNERS SELECTIONS,41238,FAT BASTARD MER - 750ML,WINE,0.00,2.00,0.00
2017,4,TREASURY WINE ESTATES AMERICAS COMPANY,41246,GREG NORMAN CAL CAB - 750ML,WINE,0.00,7.00,0.00
2017,4,MOET HENNESSY USA,41254,HENNESSY COGNAC VS - 750ML,LIQUOR,0.00,182.00,0.00
2017,4,ROYAL WINE CORP,41262,BARTENURA MOSCATO D'ASTI BLUE - 750ML,WINE,0.00,77.00,0.00
2017,4,TREASURY WINE ESTATES AMERICAS COMPANY,41297,GREG NORMAN CAL P/NOIR - 750ML,WINE,0.00,6.00,0.00
2017,4,WILLIAM GRANT AND SONS INC,41300,RAYNAL BRAND VSOP - 1.75L,LIQUOR,0.00,14.00,0.00
2017,4,MOET HENNESSY USA,41319,HENNESSY COGNAC VS - 50ML,LIQUOR,0.00,4.00,0.00
2017,4,REMY COINTREAU USA,41327,ST REMY BRANDY VSOP - 750ML,LIQUOR,0.00,20.00,0.00
2017,4,JIM BEAM BRANDS CO,41335,FUNDADOR BRANDY - 750ML,LIQUOR,0.00,8.00,0.00
2017,4,ROYAL WINE CORP,413453,WEINSTOCK RED BY W - 750ML,WINE,0.00,2.00,0.00
2017,4,WILLIAM GRANT AND SONS INC,41351,RAYNAL BRANDY VSOP - 750ML,LIQUOR,0.00,19.00,0.00
2017,4,OPICI FAMILY DISTRIBUTING OF MD,41352,AQUINAS CAB - 750ML,WINE,0.00,1.00,0.00
2017,4,JOS VICTORI WINES,413631,SWEET BITCH SHZ - 750ML,WINE,0.00,2.00,0.00
2017,4,A VINTNERS SELECTIONS,413666,AIA VECCHIA LAGONE - 750ML,WINE,0.00,1.00,0.00
2017,4,VIN DIVINO LTD,41378,PRESIDENTE BRANDY - 750ML,LIQUOR,0.00,4.00,0.00
2017,4,GRAPES OF SPAIN INC,41402,ALBARINO NESSA RIAS BAIXAS - 750ML,WINE,0.00,10.00,0.00
2017,4,MHW LTD,414050,FEUDI D'ALBE MONTEPUL D'ABRU - 750ML,WINE,0.00,1.00,0.00
2017,4,REMY COINTREAU USA,41416,ST REMY BRANDY VSOP - 1.75L,LIQUOR,0.00,32.00,0.00
2017,4,MOET HENNESSY USA,41438,MOET GRAND VINT BLC  - 750ML,WINE,0.00,1.00,0.00
2017,4,CAMPARI AMERICA LLC,41441,W&N WHITE OVERPROOF RUM 126 - 1.75L,LIQUOR,0.00,4.00,0.00
2017,4,JIM BEAM BRANDS CO,41459,COURVOISIER COGNAC VS - 375ML,LIQUOR,0.00,34.00,0.00
2017,4,ANHEUSER BUSCH INC,4146,REDHOOK ESB 4/6NR - 12OZ,BEER,0.00,6.00,0.00
2017,4,JIM BEAM BRANDS CO,41467,COURVOISIER COGNAC VS - 200ML,LIQUOR,0.00,12.00,0.00
2017,4,A VINTNERS SELECTIONS,41473,BODEGAS SIERRA CANTABRIA CRIAN - 750ML,WINE,0.00,1.00,0.00
2017,4,A VINTNERS SELECTIONS,41478,DR LOOSEN L EST RIES TROC - 750ML,WINE,0.00,20.00,0.00
2017,4,FREIXENET USA,41491,SEGURA VIUDAS CAVA ESTATE BRUT - 750ML,WINE,0.00,51.00,0.00
2017,4,DIAGEO NORTH AMERICA INC,41502,SMIRNOFF WATERMELON TWIST - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,MHW LTD,415081,ANCIANO 10YR GRAN RES - 750ML,WINE,0.00,21.00,0.00
2017,4,ONE TRUE VINE,41525,LAYER CAKE SHZ - 750ML,WINE,0.00,17.00,0.00
2017,4,CONSTANTINE WINES INC,41558,WHITE KNIGHT VIOG - 750ML,WINE,0.00,2.00,0.00
2017,4,BACCHUS IMPORTERS LTD,41663,MOLLY DOOKER THE BOXER SHZ - 750ML,WINE,0.00,2.00,0.00
2017,4,DUCKHORN WINE COMPANY,41669,DECOY NAPA VLY RED BLEND - 750ML,WINE,0.00,9.00,0.00
2017,4,TREASURY WINE ESTATES AMERICAS COMPANY,41670,GREG NORMAN CAL CHARD - 750ML,WINE,0.00,5.00,0.00
2017,4,PERNOD RICARD USA LLC,41672,SOHO LYCHEE LIQ - 750ML,LIQUOR,0.00,5.00,0.00
2017,4,BACCHUS IMPORTERS LTD,41678,SHAFER ONE POINT FIVE CAB - 750ML,WINE,0.00,1.00,0.00
2017,4,WILLIAM GRANT AND SONS INC,41682,TULLAMORE DEW 12YR - 750ML,LIQUOR,0.00,8.00,0.00
2017,4,TREASURY WINE ESTATES AMERICAS COMPANY,41688,MATUA PINOT NOIR - 750ML,WINE,0.00,8.00,0.00
2017,4,ANHEUSER BUSCH INC,4170,REDHOOK LONGHAMMER IPA 4/6NR - 12OZ,BEER,0.00,19.00,0.00
2017,4,MOET HENNESSY USA,41701,NEWTON RED LABEL CHARD - 750ML,WINE,0.00,9.00,0.00
2017,4,MONSIEUR TOUTON SELECTION,417076,VILLA JOLANDA MOSCATO - 750ML,WINE,0.00,2.00,0.00
2017,4,SOUTHERN GLAZERS WINE AND SPIRITS,417305,TWO OCEANS CAB/MER - 1.5L,WINE,0.00,1.00,0.00
2017,4,SOUTHERN GLAZERS WINE AND SPIRITS,417321,TWO OCEANS S/BLC - 1.5L,WINE,0.00,4.00,0.00
2017,4,BACCHUS IMPORTERS LTD,41740,CLEAR CREEK S/M WHISKEY - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,41747,OYSTER BAY MER - 750ML,WINE,0.00,1.00,0.00
2017,4,AREL GROUP WINE & SPIRITS,41780,CANDONI MOSCATO D'ITALIA - 750ML,WINE,0.00,4.00,0.00
2017,4,KYSELA PERE ET FILS LTD,418064,MORADA SANGRIA - 1L,WINE,0.00,1.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,41823,JUAN GIL RED JUMILLA - 750ML,WINE,0.00,12.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,41840,VAN GOGH VODKA - CHOCOLATE - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,KOBRAND CORPORATION,41846,CAKEBREAD RES CHARD - 750ML,WINE,0.00,9.00,0.00
2017,4,SAZERAC CO,41854,BARTON VODKA - 1L,LIQUOR,0.00,4.00,0.00
2017,4,CONSTELLATION BRANDS,418694,CHARLES SMITH CH SMITH CAB - 750ML,WINE,0.00,2.00,0.00
2017,4,TRI-VIN IMPORTS,418730,CICONIA RED - 750ML,WINE,0.00,10.00,0.00
2017,4,A VINTNERS SELECTIONS,41874,ZARDETTO PROSECCO TREVISO BRUT - 750ML,WINE,0.00,7.00,0.00
2017,4,CABERNET CORPORATION,419338,LA PLAYA S/BLC - 750ML,WINE,0.00,3.00,0.00
2017,4,CABERNET CORPORATION,419346,LA PLAYA CAB - 750ML,WINE,0.00,1.00,0.00
2017,4,MOET HENNESSY USA,41998,HENNESSY COGNAC XO - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,SAZERAC CO,42005,BARTON'S SCHNAPPS - PEACH - 750ML,LIQUOR,0.00,13.00,0.00
2017,4,SAZERAC CO,42009,GLENFARCLAS S/M 105 - 750ML,LIQUOR,0.00,3.00,0.00
2017,4,SAZERAC CO,42013,CHATEAU MONET FRAMBOISE LIQ - 750ML,LIQUOR,0.00,5.00,0.00
2017,4,QUINTESSENTIAL LLC,420212,MORSE CODE SHZ - 750ML,WINE,0.00,1.00,0.00
2017,4,DIAGEO NORTH AMERICA INC,42036,LAGAVULIN DISTILLERS EDITION - 750ML,LIQUOR,0.00,6.00,0.00
2017,4,DIAGEO NORTH AMERICA INC,42038,OBAN DISTILLERS EDITION - 750ML,LIQUOR,0.00,4.00,0.00
2017,4,MHW LTD,42064,BOLS TRIPLE SEC 42 PROOF - 1L,LIQUOR,0.00,8.00,0.00
2017,4,JIM BEAM BRANDS CO,42069,LEROUX TRIPLE SEC - 1L,LIQUOR,0.00,2.00,0.00
2017,4,A VINTNERS SELECTIONS,42074,DR PAULY BERG WEHL SONN RIES KAB - 750ML,WINE,0.00,2.00,0.00
2017,4,DUCKHORN WINE COMPANY,42095,DUCKHORN PARADUXX N/V RED - 750ML,WINE,0.00,6.00,0.00
2017,4,SAZERAC CO,42102,MR BOSTON'S - BLACK RASPBERRY - 1L,LIQUOR,0.00,4.00,0.00
2017,4,MONSIEUR TOUTON SELECTION,42107,CH LA CARDONNE - 750ML,WINE,0.00,1.00,0.00
2017,4,A VINTNERS SELECTIONS,421430,VAJRA DOLCETLO D'ALBA - 750ML,WINE,0.00,3.00,0.00
2017,4,SAZERAC CO,42145,MONTEZUMA - TRIPLE SEC 30P - 1L,LIQUOR,0.00,93.00,0.00
2017,4,STE MICHELLE WINE ESTATES,42165,14 HANDS CAB - 750ML,WINE,0.00,50.00,0.00
2017,4,BARON FRANCOIS LTD,421650,DOM DE FONT SANE TRADITION GIGONDAS - 750ML,WINE,0.00,1.00,0.00
2017,4,SAZERAC CO,42170,ICE 101P PEPPERMINT SCHNAPPS - 750ML,LIQUOR,0.00,10.00,0.00
2017,4,INTERBALT PRODUCTS CORP,42174,PUTINKA CLASSIC VODKA - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,CONSTANTINE WINES INC,421758,LEESE FITCH P/NOIR - 750ML,WINE,0.00,1.00,0.00
2017,4,RELIABLE CHURCHILL LLLP,42182,KAIKEN MENDOZA MAL - 750ML,WINE,0.00,8.00,0.00
2017,4,A VINTNERS SELECTIONS,422118,JAM JAR SWEET SHZ - 750ML,WINE,0.00,17.00,0.00
2017,4,A VINTNERS SELECTIONS,422142,VAJRA LANGHE ROSSO - 750ML,WINE,0.00,1.00,0.00
2017,4,PERNOD RICARD USA LLC,42218,H WALKER KIRSCHWASSER - 750ML,LIQUOR,0.00,3.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,42220,OYSTER BAY S/BLC - 750ML,WINE,0.00,62.00,0.00
2017,4,GEORGIAN HOUSE OF GREATER WASHINGTON,42224,TELIANI VALLEY SAPERAVI - 750ML,WINE,0.00,1.00,0.00
2017,4,PERNOD RICARD USA LLC,42226,H WALKER SCHNAPPS - PEPPERMINT - 375ML,LIQUOR,0.00,1.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,422304,KIM CRAWFORD S/BLC - 375ML,WINE,0.00,6.00,0.00
2017,4,JIM BEAM BRANDS CO,42242,DEKUYPER LUSCIOUS PEACHTREE - 1.75L,LIQUOR,0.00,1.00,0.00
2017,4,FRANCIS COPPOLA WINERY LLC,42245,COPPOLA SOFIA ROSE - 750ML,WINE,0.00,1.00,0.00
2017,4,HEAVEN HILL DISTILLERIES INC,42296,GEORGIA MOON CORN WHISKEY - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,PERNOD RICARD USA LLC,42315,H WALKER CREME DE CASSIS - 750ML,LIQUOR,0.00,10.00,0.00
2017,4,QUINTESSENTIAL LLC,42325,PILLAR BOX RED - 750ML,WINE,0.00,6.00,0.00
2017,4,PERNOD RICARD USA LLC,42331,H WALKER CR DE CACAO WH - 750ML,LIQUOR,0.00,4.00,0.00
2017,4,BACCHUS IMPORTERS LTD,42334,CUCA FRESSCA CACHACA PREM CLR - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,SOUTHERN GLAZERS WINE AND SPIRITS,42338,RAMAZZOTTI AMARO 6/CS - 750ML,LIQUOR,0.00,2.00,0.00
2017,4,JACK POUST & COMPANY INC,42349,ST HILAIRE SPARK SEMI SW - 750ML,WINE,0.00,10.00,0.00
2017,4,PERNOD RICARD USA LLC,42358,H WALKER DE MENTHE - GREEN - 750ML,LIQUOR,0.00,4.00,0.00
2017,4,PERNOD RICARD USA LLC,42366,H WALKER DE MENTHE - WHITE - 750ML,LIQUOR,0.00,9.00,0.00
2017,4,BACCHUS IMPORTERS LTD,42385,GRAYSON CELLARS CAB - 750ML,WINE,0.00,1.00,0.00
2017,4,DIONYSOS IMPORTS INC,42387,BARBAYANNI OUZO - 750ML,LIQUOR,0.00,8.00,0.00
2017,4,A VINTNERS SELECTIONS,42389,KISTLER CHARD LES NOISETIER - 750ML,WINE,0.00,1.00,0.00
2017,4,PERNOD RICARD USA LLC,42390,H WALKER TRIPLE SEC 60P - 750ML,LIQUOR,0.00,5.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,423912,CLIFFORD BAY S/BLC - 750ML,WINE,0.00,2.00,0.00
2017,4,ROYAL WINE CORP,42416,TOMINTOUL SCOTCH 16YR - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,SOUTHERN GLAZERS WINE AND SPIRITS,424382,BULLY HILL SWEET WALTER WHT - 750ML,WINE,0.00,4.00,0.00
2017,4,BROWN-FORMAN BEVERAGES WORLDWIDE,42469,EL JIMADOR ANEJO - 750ML,LIQUOR,0.00,1.00,0.00
2017,4,THE WINE GROUP,424730,CUPCAKE MALBEC - 750ML,WINE,0.00,8.00,0.00
2017,4,ROYAL WINE CORP,42476,BINYAMINA YOGEV CAB SHZ - 750ML,WINE,0.00,4.00,0.00
2017,4,MOET HENNESSY USA,42487,RUINART BDB - 750ML,WINE,0.00,6.00,0.00
2017,4,PERNOD RICARD USA LLC,42512,ABERLOUR A'BUNADH BATCH 20 - 750ML,LIQUOR,0.00,2.00,0.00
2017,4,CAMPARI AMERICA LLC,42518,WILD TURKEY 101 - 50ML,LIQUOR,0.00,1.00,0.00
2017,4,CONSTANTINE WINES INC,425265,CASAL GARCIA RSE - 750ML,WINE,0.00,2.00,0.00
2017,4,DIONYSOS IMPORTS INC,42535,KOURTAKI RETSINA - 750ML,WINE,0.00,1.00,0.00
2017,4,KING ESTATE WINERY,425419,ACROBAT P/NOIR - 750ML,WINE,0.00,20.00,0.00
2017,4,JIM BEAM BRANDS CO,42542,MAKER'S MARK 90 BOURBON - 50ML,LIQUOR,0.00,5.00,0.00
2017,4,JIM BEAM BRANDS CO,42544,DEKUYPER SIGN TRIPLE SEC - 1L,LIQUOR,0.00,46.00,0.00
2017,4,DIAGEO NORTH AMERICA INC,42547,TANQUERAY GIN 94.6 - 50ML,LIQUOR,0.00,1.00,0.00
2017,4,LUXCO SPIRITED BRANDS,42560,CAFFE LOLITA COFFEE - 1.75L,LIQUOR,0.00,10.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,42566,DALTON MER - 750ML,WINE,0.00,2.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,42575,COOKS BRUT CHAMP - 1.5L,WINE,0.00,4.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,42577,COOKS EXTRA DRY CHAMP - 1.5L,WINE,0.00,3.00,0.00
2017,4,DEUTSCH FAMILY WINE & SPIRITS,42595,YELLOW TAIL GREN/SHZ - 750ML,WINE,0.00,11.00,0.00
2017,4,STE MICHELLE WINE ESTATES,42600,CSM INDIAN WELLS CAB - 750ML,WINE,0.00,3.00,0.00
2017,4,DEUTSCH FAMILY WINE & SPIRITS,42609,YELLOW TAIL GREN/SHZ - 1.5L,WINE,0.00,14.00,0.00
2017,4,SUTTER HOME WINERY INC,426180,CHARLES & CHARLES RED - 750ML,WINE,0.00,3.00,0.00
2017,4,KING ESTATE WINERY,426199,ACROBAT P/GRIS - 750ML,WINE,0.00,12.00,0.00
2017,4,CONSTELLATION BRANDS,42636,CASA NOBLE REPOSADO TEQ - 750ML,LIQUOR,0.00,5.00,0.00
2017,4,BOUTIQUE VINEYARDS LLC,42660,CH BIANCA P/GRIS - 750ML,WINE,0.00,2.00,0.00
2017,4,CAMPARI AMERICA LLC,42666,RUSSELL RES RYE 6YR - 750ML,LIQUOR,0.00,4.00,0.00
2017,4,TRI-VIN IMPORTS,426726,MUSSEL BAY S/BLC - 750ML,WINE,0.00,6.00,0.00
2017,4,BACCHUS IMPORTERS LTD,42702,BERNIER CHARD - 750ML,WINE,0.00,8.00,0.00
2017,4,BACCHUS IMPORTERS LTD,427054,MATCHBOOK MAX PACK CHARD - 750ML,WINE,0.00,1.00,0.00
2017,4,BACCHUS IMPORTERS LTD,42740,GOATS DO ROAM WHITE - 750ML,WINE,0.00,6.00,0.00
2017,4,JIM BEAM BRANDS CO,42749,DEKUYPER SIGN AMARETTO - 1L,LIQUOR,0.00,20.00,0.00
2017,4,REPUBLIC NATIONAL DISTRIBUTING CO,42764,LINGANORE SANG - 750ML,WINE,0.00,3.00,0.00
2017,4,A VINTNERS SELECTIONS,427659,LA FIERA P/GRIG - 750ML,WINE,0.00,3.00,0.00
2017,4,A VINTNERS SELECTIONS,42767,AUTARD CDR ROUGE - 750ML,WINE,0.00,1.00,0.00
